0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 0.56
1.4 0.336
1.5 0.672
1.6 1.008
1.7 1.344
1.8 5.04
1.9 4.704
2 5.04
2.1 4.928
2.2 5.376
2.3 9.408
2.4 4.928
2.5 4.928
2.6 4.928
2.7 5.824
2.8 8.96
2.9 4.928
3 4.928
3.1 4.928
3.2 6.72
3.3 8.064
3.4 4.928
3.5 4.928
3.6 6.048
3.7 5.824
3.8 7.84
3.9 4.928
4 6.048
4.1 5.04
4.2 6.384
4.3 7.168
4.4 4.928
4.5 6.048
4.6 6.496
4.7 6.832
4.8 5.264
4.9 4.928
5 6.72
5.1 6.944
5.2 6.048
5.3 4.928
5.4 4.928
5.5 6.72
5.6 8.064
5.7 4.928
5.8 4.928
5.9 6.72
6 4.928
6.1 8.064
6.2 4.928
6.3 6.72
6.4 4.928
6.5 4.928
6.6 8.064
6.7 6.72
6.8 4.928
6.9 4.928
