0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 121.632
1.4 121.856
1.5 121.744
1.6 121.968
1.7 121.52
1.8 121.632
1.9 122.416
2 121.856
2.1 121.52
2.2 121.856
2.3 121.744
2.4 121.632
2.5 121.52
2.6 121.968
2.7 121.968
2.8 122.08
2.9 121.632
3 122.192
3.1 121.52
3.2 121.632
3.3 121.632
3.4 121.408
3.5 121.744
3.6 121.856
3.7 121.408
3.8 121.632
3.9 121.856
4 121.856
4.1 121.744
4.2 121.632
4.3 122.416
4.4 121.744
4.5 121.296
4.6 122.08
4.7 121.408
4.8 121.856
4.9 121.744
5 122.08
5.1 121.296
5.2 121.968
5.3 121.744
5.4 121.856
5.5 121.632
5.6 122.08
5.7 121.856
5.8 121.744
5.9 121.744
