0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 0.224
1.4 0.336
1.5 0.336
1.6 0.672
1.7 1.008
1.8 1.344
1.9 2.016
2 3.024
2.1 4.704
2.2 5.04
2.3 4.928
2.4 4.928
2.5 5.152
2.6 5.6
2.7 5.6
2.8 5.6
2.9 5.6
3 5.6
3.1 5.6
3.2 5.6
3.3 4.928
3.4 4.928
3.5 4.928
3.6 4.928
3.7 4.928
3.8 4.928
3.9 4.928
4 4.928
4.1 4.928
4.2 4.928
4.3 4.928
4.4 4.928
4.5 4.928
4.6 4.928
4.7 4.928
4.8 4.928
4.9 4.928
5 3.2
5.1 0
5.2 0
5.3 0
5.4 0
5.5 0
5.6 0
5.7 0
5.8 0
5.9 0
6 0
6.1 0
6.2 0
6.3 0
6.4 0
6.5 0
6.6 0
6.7 0
6.8 0
6.9 0
