0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 1.344
1.4 1.344
1.5 2.016
1.6 3.024
1.7 6.048
1.8 13.104
1.9 14.112
2 15.12
2.1 15.456
2.2 19.488
2.3 24.192
2.4 14.784
2.5 15.008
2.6 15.68
2.7 19.488
2.8 21.504
2.9 17.024
3 15.68
3.1 15.904
3.2 19.488
3.3 18.368
3.4 20.16
3.5 15.68
3.6 16.576
3.7 18.144
3.8 18.592
3.9 16.352
4 20.608
4.1 16.016
4.2 18.704
4.3 18.368
4.4 15.456
4.5 21.28
4.6 17.92
4.7 18.928
4.8 15.568
4.9 15.456
5 21.392
5.1 19.376
5.2 17.696
5.3 15.344
5.4 15.68
5.5 20.048
5.6 22.848
5.7 15.232
5.8 15.68
5.9 17.696
6 17.472
6.1 23.072
6.2 15.456
6.3 17.696
6.4 17.584
6.5 16.912
6.6 21.728
6.7 17.248
6.8 17.248
6.9 16.8
