% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	Nprb
1.102	1	3	111	3	1	28	2961	0	0	32
1.102	1	1	111	3	2	28	2961	0	0	32
1.102	1	2	111	3	3	28	2961	0	0	32
1.319	1	1	132	10	2	28	2961	0	0	32
1.319	1	2	132	10	3	28	2961	0	0	32
1.319	1	3	132	10	1	28	2961	0	0	32
1.536	1	2	154	7	3	28	2961	0	0	32
1.536	1	3	154	7	1	28	2961	0	0	32
1.536	1	1	154	7	2	28	2961	0	0	32
1.753	1	3	176	4	1	28	2961	0	0	32
1.753	1	1	176	4	2	28	2961	0	0	32
1.753	1	2	176	4	3	28	2961	0	0	32
1.754	1	1	176	5	2	28	2961	0	0	32
1.754	1	2	176	5	3	28	2961	0	0	32
1.754	1	3	176	5	1	28	2961	0	0	32
1.97	1	2	198	1	3	28	2961	0	0	32
1.97	1	3	198	1	1	28	2961	0	0	32
1.97	1	1	198	1	2	28	2961	0	0	32
1.971	1	3	198	2	1	28	2961	0	0	32
1.971	1	1	198	2	2	28	2961	0	0	32
1.971	1	2	198	2	3	28	2961	0	0	32
2.171	1	1	218	2	2	28	2961	0	0	32
2.171	1	2	218	2	3	28	2961	0	0	32
2.171	1	3	218	2	1	28	2961	0	0	32
2.187	1	2	219	8	3	28	2961	0	0	32
2.187	1	3	219	8	1	28	2961	0	0	32
2.187	1	1	219	8	2	28	2961	0	0	32
2.188	1	3	219	9	1	28	2961	0	0	32
2.188	1	1	219	9	2	28	2961	0	0	32
2.188	1	2	219	9	3	28	2961	0	0	32
2.388	1	1	239	9	2	28	2961	0	0	32
2.388	1	2	239	9	3	28	2961	0	0	32
2.388	1	3	239	9	1	28	2961	0	0	32
2.389	1	2	239	10	3	28	2961	0	0	32
2.389	1	3	239	10	1	28	2961	0	0	32
2.389	1	1	239	10	2	28	2961	0	0	32
2.39	1	3	240	1	1	28	2961	0	0	32
2.39	1	1	240	1	2	28	2961	0	0	32
2.39	1	2	240	1	3	28	2961	0	0	32
2.404	1	1	241	5	2	28	2961	0	0	32
2.404	1	2	241	5	3	28	2961	0	0	32
2.404	1	3	241	5	1	28	2961	0	0	32
2.405	1	2	241	6	3	28	2961	0	0	32
2.405	1	3	241	6	1	28	2961	0	0	32
2.405	1	1	241	6	2	28	2961	0	0	32
2.605	1	3	261	6	1	28	2961	0	0	32
2.605	1	1	261	6	2	28	2961	0	0	32
2.605	1	2	261	6	3	28	2961	0	0	32
2.606	1	1	261	7	2	28	2961	0	0	32
2.606	1	2	261	7	3	28	2961	0	0	32
2.606	1	3	261	7	1	28	2961	0	0	32
2.607	1	2	261	8	3	28	2961	0	0	32
2.607	1	3	261	8	1	28	2961	0	0	32
2.607	1	1	261	8	2	28	2961	0	0	32
2.608	1	3	261	9	1	28	2961	0	0	32
2.608	1	1	261	9	2	28	2961	0	0	32
2.608	1	2	261	9	3	28	2961	0	0	32
2.621	1	1	263	2	2	28	2961	0	0	32
2.621	1	2	263	2	3	28	2961	0	0	32
2.621	1	3	263	2	1	28	2961	0	0	32
2.622	1	2	263	3	3	28	2961	0	0	32
2.622	1	3	263	3	1	28	2961	0	0	32
2.622	1	1	263	3	2	28	2961	0	0	32
2.623	1	3	263	4	1	28	2961	0	0	32
2.623	1	1	263	4	2	28	2961	0	0	32
2.623	1	2	263	4	3	28	2961	0	0	32
2.822	1	1	283	3	2	28	2961	0	0	32
2.822	1	2	283	3	3	28	2961	0	0	32
2.822	1	3	283	3	1	28	2961	0	0	32
2.823	1	2	283	4	3	28	2961	0	0	32
2.823	1	3	283	4	1	28	2961	0	0	32
2.823	1	1	283	4	2	28	2961	0	0	32
2.824	1	3	283	5	1	28	2961	0	0	32
2.824	1	1	283	5	2	28	2961	0	0	32
2.824	1	2	283	5	3	28	2961	0	0	32
2.825	1	1	283	6	2	28	2961	0	0	32
2.825	1	2	283	6	3	28	2961	0	0	32
2.825	1	3	283	6	1	28	2961	0	0	32
2.826	1	2	283	7	3	28	2961	0	0	32
2.826	1	3	283	7	1	28	2961	0	0	32
2.826	1	1	283	7	2	28	2961	0	0	32
2.827	1	3	283	8	1	28	2961	0	0	32
2.827	1	1	283	8	2	28	2961	0	0	32
2.827	1	2	283	8	3	28	2961	0	0	32
2.838	1	1	284	9	2	28	2961	0	0	32
2.838	1	2	284	9	3	28	2961	0	0	32
2.838	1	3	284	9	1	28	2961	0	0	32
2.839	1	2	284	10	3	28	2961	0	0	32
2.839	1	3	284	10	1	28	2961	0	0	32
2.839	1	1	284	10	2	28	2961	0	0	32
2.84	1	3	285	1	1	28	2961	0	0	32
2.84	1	1	285	1	2	28	2961	0	0	32
2.84	1	2	285	1	3	28	2961	0	0	32
2.841	1	1	285	2	2	28	2961	0	0	32
2.841	1	2	285	2	3	28	2961	0	0	32
2.841	1	3	285	2	1	28	2961	0	0	32
2.842	1	2	285	3	3	28	2961	0	0	32
2.842	1	3	285	3	1	28	2961	0	0	32
2.842	1	1	285	3	2	28	2961	0	0	32
3.039	1	3	304	10	1	28	2961	0	0	32
3.039	1	1	304	10	2	28	2961	0	0	32
3.039	1	2	304	10	3	28	2961	0	0	32
3.04	1	1	305	1	2	28	2961	0	0	32
3.04	1	2	305	1	3	28	2961	0	0	32
3.04	1	3	305	1	1	28	2961	0	0	32
3.041	1	2	305	2	3	28	2961	0	0	32
3.041	1	3	305	2	1	28	2961	0	0	32
3.041	1	1	305	2	2	28	2961	0	0	32
3.042	1	3	305	3	1	28	2961	0	0	32
3.042	1	1	305	3	2	28	2961	0	0	32
3.042	1	2	305	3	3	28	2961	0	0	32
3.043	1	1	305	4	2	28	2961	0	0	32
3.043	1	2	305	4	3	28	2961	0	0	32
3.043	1	3	305	4	1	28	2961	0	0	32
3.044	1	2	305	5	3	28	2961	0	0	32
3.044	1	3	305	5	1	28	2961	0	0	32
3.044	1	1	305	5	2	28	2961	0	0	32
3.045	1	3	305	6	1	28	2961	0	0	32
3.045	1	1	305	6	2	28	2961	0	0	32
3.045	1	2	305	6	3	28	2961	0	0	32
3.046	1	1	305	7	2	28	2961	0	0	32
3.046	1	2	305	7	3	28	2961	0	0	32
3.046	1	3	305	7	1	28	2961	0	0	32
3.047	1	2	305	8	3	28	2961	0	0	32
3.047	1	3	305	8	1	28	2961	0	0	32
3.047	1	1	305	8	2	28	2961	0	0	32
3.055	1	3	306	6	1	28	2961	0	0	32
3.055	1	1	306	6	2	28	2961	0	0	32
3.055	1	2	306	6	3	28	2961	0	0	32
3.056	1	1	306	7	2	28	2961	0	0	32
3.056	1	2	306	7	3	28	2961	0	0	32
3.056	1	3	306	7	1	28	2961	0	0	32
3.057	1	2	306	8	3	28	2961	0	0	32
3.057	1	3	306	8	1	28	2961	0	0	32
3.057	1	1	306	8	2	28	2961	0	0	32
3.058	1	3	306	9	1	28	2961	0	0	32
3.058	1	1	306	9	2	28	2961	0	0	32
3.058	1	2	306	9	3	28	2961	0	0	32
3.059	1	1	306	10	2	28	2961	0	0	32
3.059	1	2	306	10	3	28	2961	0	0	32
3.059	1	3	306	10	1	28	2961	0	0	32
3.06	1	2	307	1	3	28	2961	0	0	32
3.06	1	3	307	1	1	28	2961	0	0	32
3.06	1	1	307	1	2	28	2961	0	0	32
