0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 25.088
1.4 25.088
1.5 24.976
1.6 25.088
1.7 25.2
1.8 24.976
1.9 25.088
2 25.088
2.1 24.976
2.2 25.088
2.3 25.088
2.4 25.088
2.5 25.088
2.6 25.088
2.7 25.088
2.8 24.976
2.9 25.2
3 24.976
3.1 25.2
3.2 25.088
3.3 25.088
3.4 24.976
3.5 25.088
3.6 25.088
3.7 24.976
3.8 25.2
3.9 25.088
4 25.088
4.1 24.976
4.2 25.088
4.3 25.088
4.4 25.088
4.5 25.088
4.6 25.088
4.7 24.976
4.8 25.088
4.9 25.088
5 25.088
5.1 25.088
5.2 25.088
5.3 25.088
5.4 25.088
5.5 25.088
5.6 25.088
5.7 25.088
5.8 25.088
5.9 25.088
6 24.976
6.1 25.088
6.2 25.088
6.3 25.088
6.4 24.976
6.5 25.088
6.6 24.976
6.7 25.088
6.8 25.088
6.9 25.088
7 24.976
7.1 25.088
7.2 25.088
7.3 25.088
7.4 24.976
7.5 25.088
7.6 25.088
7.7 25.088
7.8 25.088
7.9 25.088
8 24.976
8.1 25.088
8.2 25.088
8.3 25.088
8.4 25.088
8.5 25.088
8.6 25.088
8.7 25.088
8.8 25.088
8.9 25.088
9 25.088
9.1 25.088
9.2 24.976
9.3 25.088
9.4 24.976
9.5 25.2
9.6 25.088
9.7 24.976
9.8 25.088
9.9 24.976
