% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	Nprb
1.017	1	3	102	8	1	28	2961	0	0	32
1.017	1	1	102	8	2	28	2961	0	0	32
1.017	1	2	102	8	3	28	2961	0	0	32
1.064	1	1	107	5	2	28	2961	0	0	32
1.064	1	2	107	5	3	28	2961	0	0	32
1.064	1	3	107	5	1	28	2961	0	0	32
1.111	1	2	112	2	3	28	2961	0	0	32
1.111	1	3	112	2	1	28	2961	0	0	32
1.111	1	1	112	2	2	28	2961	0	0	32
1.158	1	3	116	9	1	28	2961	0	0	32
1.158	1	1	116	9	2	28	2961	0	0	32
1.158	1	2	116	9	3	28	2961	0	0	32
1.159	1	1	116	10	2	28	2961	0	0	32
1.159	1	2	116	10	3	28	2961	0	0	32
1.159	1	3	116	10	1	28	2961	0	0	32
1.205	1	2	121	6	3	28	2961	0	0	32
1.205	1	3	121	6	1	28	2961	0	0	32
1.205	1	1	121	6	2	28	2961	0	0	32
1.206	1	3	121	7	1	28	2961	0	0	32
1.206	1	1	121	7	2	28	2961	0	0	32
1.206	1	2	121	7	3	28	2961	0	0	32
1.252	1	1	126	3	2	28	2961	0	0	32
1.252	1	2	126	3	3	28	2961	0	0	32
1.252	1	3	126	3	1	28	2961	0	0	32
1.253	1	2	126	4	3	28	2961	0	0	32
1.253	1	3	126	4	1	28	2961	0	0	32
1.253	1	1	126	4	2	28	2961	0	0	32
1.254	1	3	126	5	1	28	2961	0	0	32
1.254	1	1	126	5	2	28	2961	0	0	32
1.254	1	2	126	5	3	28	2961	0	0	32
1.299	1	1	130	10	2	28	2961	0	0	32
1.299	1	2	130	10	3	28	2961	0	0	32
1.299	1	3	130	10	1	28	2961	0	0	32
1.3	1	2	131	1	3	28	2961	0	0	32
1.3	1	3	131	1	1	28	2961	0	0	32
1.3	1	1	131	1	2	28	2961	0	0	32
1.301	1	3	131	2	1	28	2961	0	0	32
1.301	1	1	131	2	2	28	2961	0	0	32
1.301	1	2	131	2	3	28	2961	0	0	32
1.302	1	1	131	3	2	28	2961	0	0	32
1.302	1	2	131	3	3	28	2961	0	0	32
1.302	1	3	131	3	1	28	2961	0	0	32
1.303	1	2	131	4	3	28	2961	0	0	32
1.303	1	3	131	4	1	28	2961	0	0	32
1.303	1	1	131	4	2	28	2961	0	0	32
1.346	1	3	135	7	1	28	2961	0	0	32
1.346	1	1	135	7	2	28	2961	0	0	32
1.346	1	2	135	7	3	28	2961	0	0	32
1.347	1	1	135	8	2	28	2961	0	0	32
1.347	1	2	135	8	3	28	2961	0	0	32
1.347	1	3	135	8	1	28	2961	0	0	32
1.348	1	2	135	9	3	28	2961	0	0	32
1.348	1	3	135	9	1	28	2961	0	0	32
1.348	1	1	135	9	2	28	2961	0	0	32
1.349	1	3	135	10	1	28	2961	0	0	32
1.349	1	1	135	10	2	28	2961	0	0	32
1.349	1	2	135	10	3	28	2961	0	0	32
1.35	1	1	136	1	2	28	2961	0	0	32
1.35	1	2	136	1	3	28	2961	0	0	32
1.35	1	3	136	1	1	28	2961	0	0	32
1.351	1	2	136	2	3	28	2961	0	0	32
1.351	1	3	136	2	1	28	2961	0	0	32
1.351	1	1	136	2	2	28	2961	0	0	32
1.393	1	3	140	4	1	28	2961	0	0	32
