0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 0.672
1.4 1.008
1.5 1.008
1.6 2.016
1.7 3.024
1.8 4.032
1.9 6.048
2 9.072
2.1 14.112
2.2 15.12
2.3 14.784
2.4 14.784
2.5 15.456
2.6 16.8
2.7 16.8
2.8 16.8
2.9 16.8
3 16.8
3.1 16.8
3.2 16.8
3.3 14.784
3.4 14.784
3.5 14.784
3.6 14.784
3.7 14.784
3.8 14.784
3.9 14.784
4 14.784
4.1 14.784
4.2 14.784
4.3 14.784
4.4 14.784
4.5 14.784
4.6 14.784
4.7 14.784
4.8 14.784
4.9 14.784
5 9.6
5.1 0
5.2 0
5.3 0
5.4 0
5.5 0
5.6 0
5.7 0
5.8 0
5.9 0
6 0
6.1 0
6.2 0
6.3 0
6.4 0
6.5 0
6.6 0
6.7 0
6.8 0
6.9 0
