% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
1.025	1	1	103	6	1	28	9422
1.072	1	1	108	3	1	28	9422
1.119	1	1	112	10	1	28	9422
1.166	1	1	117	7	1	28	9422
1.213	1	1	122	4	1	28	9422
1.26	1	1	127	1	1	28	9422
1.307	1	1	131	8	1	28	9422
1.308	1	1	131	9	1	28	9422
1.354	1	1	136	5	1	28	9422
1.355	1	1	136	6	1	28	9422
1.401	1	1	141	2	1	28	9422
1.402	1	1	141	3	1	28	9422
1.403	1	1	141	4	1	28	9422
1.448	1	1	145	9	1	28	9422
1.449	1	1	145	10	1	28	9422
1.45	1	1	146	1	1	28	9422
1.451	1	1	146	2	1	28	9422
1.452	1	1	146	3	1	28	9422
1.495	1	1	150	6	1	28	9422
1.496	1	1	150	7	1	28	9422
1.497	1	1	150	8	1	28	9422
1.498	1	1	150	9	1	28	9422
1.499	1	1	150	10	1	28	9422
1.5	1	1	151	1	1	28	9422
1.501	1	1	151	2	1	28	9422
1.542	1	1	155	3	1	28	9422
1.543	1	1	155	4	1	28	9422
1.544	1	1	155	5	1	28	9422
1.545	1	1	155	6	1	28	9422
1.546	1	1	155	7	1	28	9422
1.547	1	1	155	8	1	28	9422
1.548	1	1	155	9	1	28	9422
1.589	1	1	159	10	1	28	9422
1.59	1	1	160	1	1	28	9422
1.591	1	1	160	2	1	28	9422
1.592	1	1	160	3	1	28	9422
1.593	1	1	160	4	1	28	9422
1.594	1	1	160	5	1	28	9422
1.595	1	1	160	6	1	28	9422
1.636	1	1	164	7	1	28	9422
1.637	1	1	164	8	1	28	9422
1.638	1	1	164	9	1	28	9422
1.639	1	1	164	10	1	28	9422
1.64	1	1	165	1	1	28	9422
1.641	1	1	165	2	1	28	9422
1.642	1	1	165	3	1	28	9422
1.683	1	1	169	4	1	28	9422
1.684	1	1	169	5	1	28	9422
1.685	1	1	169	6	1	28	9422
1.686	1	1	169	7	1	28	9422
1.687	1	1	169	8	1	28	9422
1.688	1	1	169	9	1	28	9422
1.689	1	1	169	10	1	28	9422
1.73	1	1	174	1	1	28	9422
1.731	1	1	174	2	1	28	9422
1.732	1	1	174	3	1	28	9422
1.733	1	1	174	4	1	28	9422
1.734	1	1	174	5	1	28	9422
1.735	1	1	174	6	1	28	9422
1.736	1	1	174	7	1	28	9422
1.777	1	1	178	8	1	28	9422
1.778	1	1	178	9	1	28	9422
1.779	1	1	178	10	1	28	9422
1.78	1	1	179	1	1	28	9422
1.781	1	1	179	2	1	28	9422
1.782	1	1	179	3	1	28	9422
1.783	1	1	179	4	1	28	9422
1.824	1	1	183	5	1	28	9422
1.825	1	1	183	6	1	28	9422
1.826	1	1	183	7	1	28	9422
1.827	1	1	183	8	1	28	9422
1.828	1	1	183	9	1	28	9422
1.829	1	1	183	10	1	28	9422
1.83	1	1	184	1	1	28	9422
1.871	1	1	188	2	1	28	9422
1.872	1	1	188	3	1	28	9422
1.873	1	1	188	4	1	28	9422
1.874	1	1	188	5	1	28	9422
1.875	1	1	188	6	1	28	9422
1.876	1	1	188	7	1	28	9422
1.877	1	1	188	8	1	28	9422
1.918	1	1	192	9	1	28	9422
1.919	1	1	192	10	1	28	9422
1.92	1	1	193	1	1	28	9422
1.921	1	1	193	2	1	28	9422
1.922	1	1	193	3	1	28	9422
1.923	1	1	193	4	1	28	9422
1.924	1	1	193	5	1	28	9422
1.965	1	1	197	6	1	28	9422
1.966	1	1	197	7	1	28	9422
1.967	1	1	197	8	1	28	9422
1.968	1	1	197	9	1	28	9422
1.969	1	1	197	10	1	28	9422
1.97	1	1	198	1	1	28	9422
1.971	1	1	198	2	1	28	9422
2.012	1	1	202	3	1	28	9422
2.013	1	1	202	4	1	28	9422
2.014	1	1	202	5	1	28	9422
2.015	1	1	202	6	1	28	9422
2.016	1	1	202	7	1	28	9422
2.017	1	1	202	8	1	28	9422
2.018	1	1	202	9	1	28	9422
2.059	1	1	206	10	1	28	9422
2.06	1	1	207	1	1	28	9422
2.061	1	1	207	2	1	28	9422
2.062	1	1	207	3	1	28	9422
2.063	1	1	207	4	1	28	9422
2.064	1	1	207	5	1	28	9422
2.065	1	1	207	6	1	28	9422
2.106	1	1	211	7	1	28	9422
2.107	1	1	211	8	1	28	9422
2.108	1	1	211	9	1	28	9422
2.109	1	1	211	10	1	28	9422
2.11	1	1	212	1	1	28	9422
2.111	1	1	212	2	1	28	9422
2.112	1	1	212	3	1	28	9422
2.153	1	1	216	4	1	28	9422
2.154	1	1	216	5	1	28	9422
2.155	1	1	216	6	1	28	9422
2.156	1	1	216	7	1	28	9422
2.157	1	1	216	8	1	28	9422
2.158	1	1	216	9	1	28	9422
2.159	1	1	216	10	1	28	9422
2.2	1	1	221	1	1	28	9422
2.201	1	1	221	2	1	28	9422
2.202	1	1	221	3	1	28	9422
2.203	1	1	221	4	1	28	9422
2.204	1	1	221	5	1	28	9422
2.205	1	1	221	6	1	28	9422
2.206	1	1	221	7	1	28	9422
2.247	1	1	225	8	1	28	9422
2.248	1	1	225	9	1	28	9422
2.249	1	1	225	10	1	28	9422
2.25	1	1	226	1	1	28	9422
2.251	1	1	226	2	1	28	9422
2.252	1	1	226	3	1	28	9422
2.253	1	1	226	4	1	28	9422
2.294	1	1	230	5	1	28	9422
2.295	1	1	230	6	1	28	9422
2.296	1	1	230	7	1	28	9422
2.297	1	1	230	8	1	28	9422
2.298	1	1	230	9	1	28	9422
2.299	1	1	230	10	1	28	9422
2.3	1	1	231	1	1	28	9422
2.341	1	1	235	2	1	28	9422
2.342	1	1	235	3	1	28	9422
2.343	1	1	235	4	1	28	9422
2.344	1	1	235	5	1	28	9422
2.345	1	1	235	6	1	28	9422
2.346	1	1	235	7	1	28	9422
2.347	1	1	235	8	1	28	9422
2.388	1	1	239	9	1	28	9422
2.389	1	1	239	10	1	28	9422
2.39	1	1	240	1	1	28	9422
2.391	1	1	240	2	1	28	9422
2.392	1	1	240	3	1	28	9422
2.393	1	1	240	4	1	28	9422
2.394	1	1	240	5	1	28	9422
2.435	1	1	244	6	1	28	9422
2.436	1	1	244	7	1	28	9422
2.437	1	1	244	8	1	28	9422
2.438	1	1	244	9	1	28	9422
2.439	1	1	244	10	1	28	9422
2.44	1	1	245	1	1	28	9422
2.441	1	1	245	2	1	28	9422
2.482	1	1	249	3	1	28	9422
2.483	1	1	249	4	1	28	9422
2.484	1	1	249	5	1	28	9422
2.485	1	1	249	6	1	28	9422
2.486	1	1	249	7	1	28	9422
2.487	1	1	249	8	1	28	9422
2.488	1	1	249	9	1	28	9422
2.529	1	1	253	10	1	28	9422
2.53	1	1	254	1	1	28	9422
2.531	1	1	254	2	1	28	9422
2.532	1	1	254	3	1	28	9422
2.533	1	1	254	4	1	28	9422
2.534	1	1	254	5	1	28	9422
2.535	1	1	254	6	1	28	9422
2.576	1	1	258	7	1	28	9422
2.577	1	1	258	8	1	28	9422
2.578	1	1	258	9	1	28	9422
2.579	1	1	258	10	1	28	9422
2.58	1	1	259	1	1	28	9422
2.581	1	1	259	2	1	28	9422
2.582	1	1	259	3	1	28	9422
2.623	1	1	263	4	1	28	9422
2.624	1	1	263	5	1	28	9422
2.625	1	1	263	6	1	28	9422
2.626	1	1	263	7	1	28	9422
2.627	1	1	263	8	1	28	9422
2.628	1	1	263	9	1	28	9422
2.629	1	1	263	10	1	28	9422
2.67	1	1	268	1	1	28	9422
2.671	1	1	268	2	1	28	9422
2.672	1	1	268	3	1	28	9422
2.673	1	1	268	4	1	28	9422
2.674	1	1	268	5	1	28	9422
2.675	1	1	268	6	1	28	9422
2.676	1	1	268	7	1	28	9422
2.717	1	1	272	8	1	28	9422
2.718	1	1	272	9	1	28	9422
2.719	1	1	272	10	1	28	9422
2.72	1	1	273	1	1	28	9422
2.721	1	1	273	2	1	28	9422
2.722	1	1	273	3	1	28	9422
2.723	1	1	273	4	1	28	9422
2.764	1	1	277	5	1	28	9422
2.765	1	1	277	6	1	28	9422
2.766	1	1	277	7	1	28	9422
2.767	1	1	277	8	1	28	9422
2.768	1	1	277	9	1	28	9422
2.769	1	1	277	10	1	28	9422
2.77	1	1	278	1	1	28	9422
2.811	1	1	282	2	1	28	9422
2.812	1	1	282	3	1	28	9422
2.813	1	1	282	4	1	28	9422
2.814	1	1	282	5	1	28	9422
2.815	1	1	282	6	1	28	9422
2.816	1	1	282	7	1	28	9422
2.817	1	1	282	8	1	28	9422
2.858	1	1	286	9	1	28	9422
2.859	1	1	286	10	1	28	9422
2.86	1	1	287	1	1	28	9422
2.861	1	1	287	2	1	28	9422
2.862	1	1	287	3	1	28	9422
2.863	1	1	287	4	1	28	9422
2.864	1	1	287	5	1	28	9422
2.905	1	1	291	6	1	28	9422
2.906	1	1	291	7	1	28	9422
2.907	1	1	291	8	1	28	9422
2.908	1	1	291	9	1	28	9422
2.909	1	1	291	10	1	28	9422
2.91	1	1	292	1	1	28	9422
2.911	1	1	292	2	1	28	9422
2.952	1	1	296	3	1	28	9422
2.953	1	1	296	4	1	28	9422
2.954	1	1	296	5	1	28	9422
2.955	1	1	296	6	1	28	9422
2.956	1	1	296	7	1	28	9422
2.957	1	1	296	8	1	28	9422
2.958	1	1	296	9	1	28	9422
2.999	1	1	300	10	1	28	9422
3	1	1	301	1	1	28	9422
3.001	1	1	301	2	1	28	9422
3.002	1	1	301	3	1	28	9422
3.003	1	1	301	4	1	28	9422
3.004	1	1	301	5	1	28	9422
