% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
1.11	1	3	112	1	1	28	1479
1.11	1	1	112	1	2	28	1479
1.11	1	2	112	1	3	28	1479
1.328	1	3	133	9	1	28	1479
1.328	1	1	133	9	2	28	1479
1.328	1	2	133	9	3	28	1479
1.547	1	3	155	8	1	28	1479
1.547	1	1	155	8	2	28	1479
1.547	1	2	155	8	3	28	1479
1.766	1	3	177	7	1	28	1479
1.766	1	1	177	7	2	28	1479
1.766	1	2	177	7	3	28	1479
1.967	1	3	197	8	1	28	1479
1.967	1	1	197	8	2	28	1479
1.967	1	2	197	8	3	28	1479
1.985	1	3	199	6	1	28	1479
1.985	1	1	199	6	2	28	1479
1.985	1	2	199	6	3	28	1479
2.185	1	3	219	6	1	28	1479
2.185	1	1	219	6	2	28	1479
2.185	1	2	219	6	3	28	1479
2.203	1	3	221	4	1	28	1479
2.203	1	1	221	4	2	28	1479
2.203	1	2	221	4	3	28	1479
2.205	1	3	221	6	1	28	1479
2.205	1	1	221	6	2	28	1479
2.205	1	2	221	6	3	28	1479
2.404	1	3	241	5	1	28	1479
2.404	1	1	241	5	2	28	1479
2.404	1	2	241	5	3	28	1479
2.421	1	3	243	2	1	28	1479
2.421	1	1	243	2	2	28	1479
2.421	1	2	243	2	3	28	1479
2.423	1	3	243	4	1	28	1479
2.423	1	1	243	4	2	28	1479
2.423	1	2	243	4	3	28	1479
2.425	1	3	243	6	1	28	1479
2.425	1	1	243	6	2	28	1479
2.425	1	2	243	6	3	28	1479
2.622	1	3	263	3	1	28	1479
2.622	1	1	263	3	2	28	1479
2.622	1	2	263	3	3	28	1479
2.624	1	3	263	5	1	28	1479
2.624	1	1	263	5	2	28	1479
2.624	1	2	263	5	3	28	1479
2.64	1	3	265	1	1	28	1479
2.64	1	1	265	1	2	28	1479
2.64	1	2	265	1	3	28	1479
2.642	1	3	265	3	1	28	1479
2.642	1	1	265	3	2	28	1479
2.642	1	2	265	3	3	28	1479
2.644	1	3	265	5	1	28	1479
2.644	1	1	265	5	2	28	1479
2.644	1	2	265	5	3	28	1479
2.646	1	3	265	7	1	28	1479
2.646	1	1	265	7	2	28	1479
2.646	1	2	265	7	3	28	1479
2.84	1	3	285	1	1	28	1479
2.84	1	1	285	1	2	28	1479
2.84	1	2	285	1	3	28	1479
2.842	1	3	285	3	1	28	1479
2.842	1	1	285	3	2	28	1479
2.842	1	2	285	3	3	28	1479
2.844	1	3	285	5	1	28	1479
2.844	1	1	285	5	2	28	1479
