% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
1.025	1	3	103	6	1	28	1479
1.025	1	1	103	6	2	28	1479
1.025	1	2	103	6	3	28	1479
1.073	1	3	108	4	1	28	1479
1.073	1	1	108	4	2	28	1479
1.073	1	2	108	4	3	28	1479
1.122	1	3	113	3	1	28	1479
1.122	1	1	113	3	2	28	1479
1.122	1	2	113	3	3	28	1479
1.171	1	3	118	2	1	28	1479
1.171	1	1	118	2	2	28	1479
1.171	1	2	118	2	3	28	1479
1.219	1	3	122	10	1	28	1479
1.219	1	1	122	10	2	28	1479
1.219	1	2	122	10	3	28	1479
1.221	1	3	123	2	1	28	1479
1.221	1	1	123	2	2	28	1479
1.221	1	2	123	2	3	28	1479
1.268	1	3	127	9	1	28	1479
1.268	1	1	127	9	2	28	1479
1.268	1	2	127	9	3	28	1479
1.27	1	3	128	1	1	28	1479
1.27	1	1	128	1	2	28	1479
1.27	1	2	128	1	3	28	1479
1.272	1	3	128	3	1	28	1479
1.272	1	1	128	3	2	28	1479
1.272	1	2	128	3	3	28	1479
1.317	1	3	132	8	1	28	1479
1.317	1	1	132	8	2	28	1479
1.317	1	2	132	8	3	28	1479
1.319	1	3	132	10	1	28	1479
1.319	1	1	132	10	2	28	1479
1.319	1	2	132	10	3	28	1479
1.321	1	3	133	2	1	28	1479
1.321	1	1	133	2	2	28	1479
1.321	1	2	133	2	3	28	1479
1.323	1	3	133	4	1	28	1479
1.323	1	1	133	4	2	28	1479
1.323	1	2	133	4	3	28	1479
1.365	1	3	137	6	1	28	1479
1.365	1	1	137	6	2	28	1479
1.365	1	2	137	6	3	28	1479
1.367	1	3	137	8	1	28	1479
1.367	1	1	137	8	2	28	1479
1.367	1	2	137	8	3	28	1479
1.369	1	3	137	10	1	28	1479
1.369	1	1	137	10	2	28	1479
1.369	1	2	137	10	3	28	1479
1.371	1	3	138	2	1	28	1479
1.371	1	1	138	2	2	28	1479
1.371	1	2	138	2	3	28	1479
1.373	1	3	138	4	1	28	1479
1.373	1	1	138	4	2	28	1479
1.373	1	2	138	4	3	28	1479
1.375	1	3	138	6	1	28	1479
1.375	1	1	138	6	2	28	1479
1.375	1	2	138	6	3	28	1479
1.413	1	3	142	4	1	28	1479
1.413	1	1	142	4	2	28	1479
1.413	1	2	142	4	3	28	1479
1.415	1	3	142	6	1	28	1479
1.415	1	1	142	6	2	28	1479
1.415	1	2	142	6	3	28	1479
1.417	1	3	142	8	1	28	1479
1.417	1	1	142	8	2	28	1479
1.417	1	2	142	8	3	28	1479
1.419	1	3	142	10	1	28	1479
1.419	1	1	142	10	2	28	1479
1.419	1	2	142	10	3	28	1479
1.421	1	3	143	2	1	28	1479
1.421	1	1	143	2	2	28	1479
1.421	1	2	143	2	3	28	1479
1.423	1	3	143	4	1	28	1479
1.423	1	1	143	4	2	28	1479
1.423	1	2	143	4	3	28	1479
1.425	1	3	143	6	1	28	1479
1.425	1	1	143	6	2	28	1479
1.425	1	2	143	6	3	28	1479
1.427	1	3	143	8	1	28	1479
1.427	1	1	143	8	2	28	1479
1.427	1	2	143	8	3	28	1479
1.429	1	3	143	10	1	28	1479
1.429	1	1	143	10	2	28	1479
1.429	1	2	143	10	3	28	1479
1.461	1	3	147	2	1	28	1479
1.461	1	1	147	2	2	28	1479
1.461	1	2	147	2	3	28	1479
1.463	1	3	147	4	1	28	1479
1.463	1	1	147	4	2	28	1479
1.463	1	2	147	4	3	28	1479
1.465	1	3	147	6	1	28	1479
1.465	1	1	147	6	2	28	1479
1.465	1	2	147	6	3	28	1479
1.467	1	3	147	8	1	28	1479
1.467	1	1	147	8	2	28	1479
1.467	1	2	147	8	3	28	1479
1.469	1	3	147	10	1	28	1479
1.469	1	1	147	10	2	28	1479
1.469	1	2	147	10	3	28	1479
1.471	1	3	148	2	1	28	1479
1.471	1	1	148	2	2	28	1479
1.471	1	2	148	2	3	28	1479
1.473	1	3	148	4	1	28	1479
1.473	1	1	148	4	2	28	1479
1.473	1	2	148	4	3	28	1479
1.475	1	3	148	6	1	28	1479
1.475	1	1	148	6	2	28	1479
1.475	1	2	148	6	3	28	1479
1.477	1	3	148	8	1	28	1479
1.477	1	1	148	8	2	28	1479
1.477	1	2	148	8	3	28	1479
1.48	1	3	149	1	1	28	1479
1.48	1	1	149	1	2	28	1479
1.48	1	2	149	1	3	28	1479
1.482	1	3	149	3	1	28	1479
1.482	1	1	149	3	2	28	1479
1.482	1	2	149	3	3	28	1479
1.484	1	3	149	5	1	28	1479
1.484	1	1	149	5	2	28	1479
1.484	1	2	149	5	3	28	1479
1.486	1	3	149	7	1	28	1479
1.486	1	1	149	7	2	28	1479
1.486	1	2	149	7	3	28	1479
1.488	1	3	149	9	1	28	1479
1.488	1	1	149	9	2	28	1479
1.488	1	2	149	9	3	28	1479
