0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 0.224
1.4 0.672
1.5 0.672
1.6 1.008
1.7 1.344
1.8 5.04
1.9 4.704
2 5.04
2.1 4.928
2.2 4.928
2.3 9.856
2.4 4.928
2.5 4.928
2.6 4.928
2.7 4.928
2.8 7.616
2.9 7.168
3 4.928
3.1 4.928
3.2 4.928
3.3 5.376
3.4 9.408
3.5 4.928
3.6 4.928
3.7 4.928
3.8 5.824
3.9 5.376
4 8.512
4.1 4.928
4.2 5.824
4.3 5.152
4.4 5.6
4.5 8.064
4.6 4.928
4.7 6.048
4.8 5.376
4.9 5.6
5 7.616
5.1 5.824
5.2 5.6
5.3 5.488
5.4 5.824
5.5 6.832
5.6 6.496
5.7 5.376
5.8 5.824
5.9 5.6
6 6.272
6.1 6.944
6.2 5.6
6.3 5.6
6.4 6.496
6.5 4.928
6.6 7.616
6.7 5.376
6.8 6.72
6.9 4.928
