0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 25.088
1.3 25.088
1.4 25.088
1.5 24.976
1.6 25.2
1.7 25.088
1.8 24.976
1.9 25.088
2 25.088
2.1 24.976
2.2 25.088
2.3 25.2
2.4 25.088
2.5 24.976
2.6 25.088
2.7 25.088
2.8 25.088
2.9 25.088
3 25.2
3.1 24.976
3.2 25.088
3.3 24.976
3.4 25.2
3.5 25.088
3.6 24.976
3.7 25.088
3.8 25.088
3.9 25.088
4 25.088
4.1 25.088
4.2 25.088
4.3 24.976
4.4 25.088
4.5 25.088
4.6 25.088
4.7 24.976
4.8 25.2
4.9 24.976
5 25.088
5.1 25.2
5.2 25.088
5.3 25.088
5.4 24.976
5.5 25.088
5.6 25.2
5.7 24.976
5.8 25.088
5.9 25.088
